Record_ID,Fab_Step,Equipment_ID,Cycle_Time_Sec,Queue_Time_Sec,Wafer_Yield_Percent,Defect_Count,Machine_Status,Operator_ID,Run_Timestamp
2209,Packaging,132,1445.55,575.71,96.45,2,Idle,1091,1/2/2025 12:48
2210,Packaging,176,1138.35,419.96,100,3,Running,1098,1/2/2025 12:49
2211,Packaging,116,1344.94,373.51,96.21,2,Running,1073,1/2/2025 12:50
2212,CMP,172,1180.56,711.24,96.59,3,Maintenance,1071,1/2/2025 12:51
2213,Photolithography,115,1224.38,506.55,89.37,1,Running,1091,1/2/2025 12:52
2214,Deposition,106,1356.91,100.25,93.6,4,Running,1000,1/2/2025 12:53
2215,Etching,139,845.75,521.19,95.09,2,Down,1083,1/2/2025 12:54
2216,Doping,160,1418.08,820.53,95.52,0,Idle,1080,1/2/2025 12:55
2217,Etching,160,915.55,860.02,97.21,3,Running,1017,1/2/2025 12:56
2218,Deposition,168,713.64,426.51,91.6,1,Running,1065,1/2/2025 12:57
2219,Etching,151,1695.82,457.58,95.75,1,Running,1043,1/2/2025 12:58
2220,Photolithography,111,992.94,543.38,97.24,1,Running,1057,1/2/2025 12:59
2221,Photolithography,149,1982.54,486.84,90.48,3,Running,1044,1/2/2025 13:00
2222,Deposition,113,1405.09,847.84,94.45,0,Running,1059,1/2/2025 13:01
2223,Doping,143,1626.82,600.92,92.1,6,Running,1064,1/2/2025 13:02
2224,Packaging,126,1005.46,665.56,98.4,3,Idle,1087,1/2/2025 13:03
2225,Photolithography,148,799.26,416.6,100,2,Down,1069,1/2/2025 13:04
2226,Doping,153,844.23,540.5,92.85,2,Running,1091,1/2/2025 13:05
2227,Photolithography,173,1537.24,282.28,100,3,Running,1067,1/2/2025 13:06
2228,Deposition,169,1093.15,672.19,93.25,0,Down,1028,1/2/2025 13:07
2229,Packaging,183,1130.07,630.91,96.72,1,Running,1016,1/2/2025 13:08
2230,Wafer_Start,148,752.88,667.59,93.44,3,Running,1034,1/2/2025 13:09
2231,Wafer_Start,123,1003.26,887.66,94.12,2,Running,1055,1/2/2025 13:10
2232,Doping,190,1138.39,509.29,94.07,3,Running,1084,1/2/2025 13:11
2233,Deposition,168,1191.72,764.03,95.4,0,Running,1017,1/2/2025 13:12
2234,Wafer_Start,143,1300.46,585.99,94.14,0,Running,1007,1/2/2025 13:13
2235,Doping,150,1044.82,800.65,93.67,3,Running,1088,1/2/2025 13:14
2236,Photolithography,151,978.62,501.89,91.62,1,Running,1057,1/2/2025 13:15
2237,Photolithography,172,1670.62,414.36,97.55,2,Running,1057,1/2/2025 13:16
2238,Etching,170,902.03,348.09,90.76,2,Running,1014,1/2/2025 13:17
2239,Inspection,107,918.63,728.37,95.28,0,Running,1011,1/2/2025 13:18
2240,Deposition,143,1413.29,501.89,93.47,1,Running,1035,1/2/2025 13:19
2241,CMP,173,574.71,278.22,93.31,0,Maintenance,1062,1/2/2025 13:20
2242,Wafer_Start,124,987.68,639.18,95.19,1,Running,1022,1/2/2025 13:21
2243,Packaging,138,1448,493.37,97.08,1,Running,1007,1/2/2025 13:22
2244,Inspection,132,1839.64,237.52,94.39,3,Maintenance,1099,1/2/2025 13:23
2245,Photolithography,172,782.7,212.1,92.24,2,Down,1018,1/2/2025 13:24
2246,Wafer_Start,142,1132.62,722.41,97.64,1,Running,1013,1/2/2025 13:25
2247,Doping,140,1104.59,629.47,94.93,0,Running,1034,1/2/2025 13:26
2248,Wafer_Start,194,1022.71,540.94,94.58,2,Running,1098,1/2/2025 13:27
2249,Doping,154,1247.56,635.8,92.32,0,Running,1019,1/2/2025 13:28
2250,Deposition,191,999.5,910.33,95.68,1,Running,1086,1/2/2025 13:29
2251,Etching,173,1063.65,929.83,97.35,0,Running,1033,1/2/2025 13:30
2252,CMP,107,1442.32,498.85,97.25,6,Running,1078,1/2/2025 13:31
2253,CMP,162,923.37,858.91,98.71,2,Running,1043,1/2/2025 13:32
2254,Photolithography,154,1299.29,651.19,97.83,5,Running,1068,1/2/2025 13:33
2255,Photolithography,197,1422.91,484.52,92.52,4,Running,1089,1/2/2025 13:34
2256,Photolithography,151,863.84,346.04,94.01,1,Running,1045,1/2/2025 13:35
2257,Inspection,170,1610.3,613.08,93.78,6,Down,1053,1/2/2025 13:36
2258,Doping,133,1486.27,708.46,92.6,4,Down,1035,1/2/2025 13:37
2259,Photolithography,193,774.16,281.83,97.28,0,Maintenance,1031,1/2/2025 13:38
2260,Deposition,125,1772.73,648.24,94.3,2,Running,1046,1/2/2025 13:39
2261,Wafer_Start,158,1800.43,344.26,91.87,4,Idle,1092,1/2/2025 13:40
2262,Doping,131,1083.94,594.51,88.97,1,Running,1047,1/2/2025 13:41
2263,CMP,130,1118.98,721.77,99.93,1,Running,1081,1/2/2025 13:42
2264,CMP,123,1079.89,676.04,93.49,1,Running,1051,1/2/2025 13:43
2265,Packaging,121,1212.92,513,94.84,3,Running,1007,1/2/2025 13:44
2266,Etching,180,858.73,663.34,93.61,2,Running,1093,1/2/2025 13:45
2267,Packaging,194,1106.79,198.52,93.15,0,Running,1019,1/2/2025 13:46
2268,Etching,183,1252.01,785.26,99.5,1,Running,1036,1/2/2025 13:47
2269,CMP,104,662.53,810.22,93.93,1,Idle,1009,1/2/2025 13:48
2270,Etching,198,1514.48,475.9,94.35,3,Running,1084,1/2/2025 13:49
2271,Inspection,180,677.91,839.88,98.48,0,Idle,1095,1/2/2025 13:50
2272,Inspection,147,1178.94,586.16,94.82,1,Idle,1083,1/2/2025 13:51
2273,Wafer_Start,107,1156.64,813.19,95.58,0,Running,1084,1/2/2025 13:52
2274,Wafer_Start,150,1531.08,146.75,88.48,1,Running,1045,1/2/2025 13:53
2275,CMP,138,1330.04,415.69,92.15,4,Maintenance,1032,1/2/2025 13:54
2276,CMP,132,1048.71,271.61,89.97,1,Running,1070,1/2/2025 13:55
2277,Packaging,130,1170.32,371.99,96.28,3,Running,1026,1/2/2025 13:56
2278,Packaging,116,1695.36,794.96,92.63,1,Running,1030,1/2/2025 13:57
2279,Photolithography,113,1412.55,538.15,90.63,2,Running,1060,1/2/2025 13:58
2280,Wafer_Start,124,1661.56,512.99,92.78,0,Maintenance,1004,1/2/2025 13:59
2281,Photolithography,183,1409.61,404.68,97.57,4,Down,1011,1/2/2025 14:00
2282,Inspection,173,1542.98,703.51,95.57,1,Running,1061,1/2/2025 14:01
2283,Deposition,147,1741.69,470.36,94.51,2,Running,1036,1/2/2025 14:02
2284,Wafer_Start,116,1676.52,493.67,94.27,3,Running,1044,1/2/2025 14:03
2285,Packaging,191,1181.01,424.46,94.39,1,Idle,1021,1/2/2025 14:04
2286,Deposition,190,1093.67,940.08,94.5,2,Running,1035,1/2/2025 14:05
2287,Packaging,178,723.51,595.89,92.19,2,Running,1014,1/2/2025 14:06
2288,Etching,181,1215.63,607.78,89.83,2,Running,1057,1/2/2025 14:07
2289,Deposition,179,797.38,678.94,92.04,4,Idle,1003,1/2/2025 14:08
2290,Inspection,195,777.05,288.03,89.8,1,Running,1055,1/2/2025 14:09
2291,Packaging,196,1331.69,415.6,95.48,3,Running,1063,1/2/2025 14:10
2292,Etching,170,1161.82,596.91,95.54,4,Idle,1028,1/2/2025 14:11
2293,Inspection,196,688.25,892.93,96.45,3,Running,1028,1/2/2025 14:12
2294,Photolithography,148,1440.66,730.48,97.56,3,Maintenance,1034,1/2/2025 14:13
2295,Inspection,101,1449.63,475.24,96.94,2,Running,1053,1/2/2025 14:14
2296,Inspection,126,1059.45,446.21,91.83,1,Running,1072,1/2/2025 14:15
2297,Doping,193,1493.44,912.07,94.34,4,Maintenance,1094,1/2/2025 14:16
2298,Packaging,123,1318.47,387.5,94.56,2,Down,1034,1/2/2025 14:17
2299,Deposition,184,1404.67,327.29,93.18,0,Running,1082,1/2/2025 14:18
2300,CMP,199,1270.89,606.6,92.94,1,Running,1084,1/2/2025 14:19
2301,CMP,177,1536.05,597.43,93.07,3,Running,1094,1/2/2025 14:20
2302,Doping,102,1104.08,396.21,94.46,3,Idle,1023,1/2/2025 14:21
2303,Doping,196,1355.48,580.79,98.98,2,Running,1038,1/2/2025 14:22
2304,Photolithography,103,902.64,647.34,96.14,5,Running,1002,1/2/2025 14:23
2305,CMP,128,1322.59,663.12,96.85,3,Running,1003,1/2/2025 14:24
2306,Etching,167,531.34,533.81,96.45,0,Down,1039,1/2/2025 14:25
2307,Wafer_Start,118,1333.17,482.59,95.18,1,Maintenance,1054,1/2/2025 14:26
2308,Inspection,137,1688.7,536.22,87.13,3,Running,1012,1/2/2025 14:27
2309,Photolithography,199,1357.53,379.55,100,1,Running,1044,1/2/2025 14:28
2310,Packaging,155,1165.21,490.42,94.91,4,Running,1040,1/2/2025 14:29
2311,Packaging,132,1168.94,624.84,97.38,6,Running,1086,1/2/2025 14:30
2312,CMP,191,1680.95,662.14,92.78,4,Running,1006,1/2/2025 14:31
2313,Doping,161,1367.08,505.98,96.09,2,Maintenance,1003,1/2/2025 14:32
2314,Wafer_Start,189,1114.03,656.43,93.31,2,Running,1097,1/2/2025 14:33
2315,Wafer_Start,159,1389.22,648.59,99.96,3,Running,1044,1/2/2025 14:34
2316,Inspection,191,1198.49,1008.81,91.19,7,Running,1028,1/2/2025 14:35
2317,Etching,197,1420.4,833.13,92.8,2,Running,1038,1/2/2025 14:36
2318,Packaging,172,1045.11,0,93.93,2,Idle,1094,1/2/2025 14:37
2319,Doping,184,1076.6,458.99,95.05,0,Running,1050,1/2/2025 14:38
2320,Inspection,161,1012.06,643.74,97.18,1,Down,1060,1/2/2025 14:39
2321,Photolithography,197,1093.83,516.5,97.76,0,Maintenance,1085,1/2/2025 14:40
2322,Etching,109,980.54,1119.6,90.58,2,Running,1055,1/2/2025 14:41
2323,Photolithography,160,1681.25,766.04,92.96,0,Running,1054,1/2/2025 14:42
2324,Deposition,141,1528.21,181.18,96.49,1,Running,1093,1/2/2025 14:43
2325,Doping,170,712.29,409.7,94.43,3,Running,1049,1/2/2025 14:44
2326,Inspection,164,595.6,527.95,94.44,4,Running,1055,1/2/2025 14:45
2327,Inspection,167,1215.63,847.8,90.29,1,Running,1025,1/2/2025 14:46
2328,CMP,188,941.86,755.38,87.07,2,Running,1057,1/2/2025 14:47
2329,Doping,117,862.14,537.79,90.66,0,Running,1013,1/2/2025 14:48
2330,Packaging,171,1888.71,603.86,96.23,1,Down,1064,1/2/2025 14:49
2331,Etching,139,1062.36,625.11,96.18,0,Running,1097,1/2/2025 14:50
2332,CMP,171,852.31,551.13,93.28,2,Running,1085,1/2/2025 14:51
2333,Photolithography,126,805.54,722.56,94.97,1,Running,1008,1/2/2025 14:52
2334,Wafer_Start,149,1766.62,597.61,92.05,2,Running,1085,1/2/2025 14:53
2335,Etching,102,1081.3,692.62,97.81,1,Maintenance,1016,1/2/2025 14:54
2336,Doping,103,1344.95,611.94,91.06,3,Idle,1014,1/2/2025 14:55
2337,CMP,147,1323.91,479.14,95.82,1,Running,1061,1/2/2025 14:56
2338,Doping,193,1117.69,248.87,91.73,2,Running,1000,1/2/2025 14:57
2339,Inspection,194,1834.89,864.92,89.24,2,Running,1001,1/2/2025 14:58
2340,Wafer_Start,102,1067.01,901.2,99.25,2,Running,1010,1/2/2025 14:59
2341,Inspection,186,765.85,600.12,91.47,1,Running,1020,1/2/2025 15:00
2342,Photolithography,173,767.25,569.23,94.82,0,Down,1074,1/2/2025 15:01
2343,Doping,186,1242.48,313.62,96.25,2,Down,1042,1/2/2025 15:02
2344,Packaging,173,1586.72,542.22,98.7,1,Running,1051,1/2/2025 15:03
2345,Etching,172,1249.11,771.58,91.64,5,Running,1050,1/2/2025 15:04
2346,Photolithography,140,789.2,740.35,96.26,1,Running,1008,1/2/2025 15:05
2347,Photolithography,140,1130.52,319.41,92.98,3,Running,1034,1/2/2025 15:06
2348,Doping,184,846.7,949.15,93.12,2,Running,1014,1/2/2025 15:07
2349,Deposition,131,1013.45,414.75,92.94,0,Running,1045,1/2/2025 15:08
2350,Etching,107,933.58,519.32,93.05,2,Running,1081,1/2/2025 15:09
2351,Doping,133,895.72,852.78,96.68,5,Idle,1079,1/2/2025 15:10
2352,Etching,137,978.35,728.65,99.52,6,Idle,1034,1/2/2025 15:11
2353,Doping,117,992.12,538.24,100,2,Maintenance,1086,1/2/2025 15:12
2354,CMP,194,1057.57,411.98,100,1,Running,1024,1/2/2025 15:13
2355,Deposition,100,1023.56,933.58,92.74,0,Running,1021,1/2/2025 15:14
2356,Photolithography,156,1572.48,480.18,100,1,Running,1049,1/2/2025 15:15
2357,Deposition,183,849.71,556.1,95.43,3,Running,1085,1/2/2025 15:16
2358,Etching,115,702.99,527.5,96.63,0,Down,1083,1/2/2025 15:17
2359,Photolithography,101,1288.66,662.54,98.38,5,Running,1036,1/2/2025 15:18
2360,CMP,157,1193.55,619.76,94.62,0,Running,1004,1/2/2025 15:19
2361,Packaging,124,798.17,764.35,95.76,2,Running,1017,1/2/2025 15:20
2362,Doping,183,1742.87,783.67,96.07,6,Running,1036,1/2/2025 15:21
2363,CMP,199,1247.27,458.13,93.36,2,Running,1056,1/2/2025 15:22
2364,Packaging,114,1576.63,376.6,95.26,1,Running,1041,1/2/2025 15:23
2365,Inspection,111,1206.93,796.52,92.65,1,Running,1004,1/2/2025 15:24
2366,Inspection,115,1591.2,428.54,94.74,0,Running,1087,1/2/2025 15:25
2367,Deposition,166,1747.84,585.73,99.42,1,Down,1050,1/2/2025 15:26
2368,Deposition,155,787.52,518.23,99.26,0,Maintenance,1030,1/2/2025 15:27
2369,Doping,159,849.45,495.01,88.94,1,Running,1025,1/2/2025 15:28
2370,Doping,104,1097.36,680.39,96.08,1,Running,1044,1/2/2025 15:29
2371,Inspection,116,1208.48,608.79,95.33,2,Running,1022,1/2/2025 15:30
2372,Packaging,157,1467.14,694.23,92.74,1,Down,1083,1/2/2025 15:31
2373,CMP,184,1258.07,684.14,93.08,0,Running,1045,1/2/2025 15:32
2374,Inspection,104,1235.21,486.8,94.11,1,Running,1077,1/2/2025 15:33
2375,Deposition,116,1231.02,1022.27,96.66,0,Running,1052,1/2/2025 15:34
2376,Etching,175,1522.85,374,93.23,1,Idle,1045,1/2/2025 15:35
2377,Packaging,178,1088.44,574.95,96.79,4,Running,1030,1/2/2025 15:36
2378,Packaging,188,1562.31,1018.8,97.05,0,Running,1094,1/2/2025 15:37
2379,Deposition,135,1282.86,623.02,95.77,2,Running,1012,1/2/2025 15:38
2380,Inspection,165,1193.94,486.15,94.6,1,Down,1058,1/2/2025 15:39
2381,Deposition,187,851.61,790.17,94.71,3,Running,1077,1/2/2025 15:40
2382,Inspection,148,1306.86,905.62,95.1,2,Down,1082,1/2/2025 15:41
2383,Etching,181,1084.56,421.79,98.78,3,Idle,1000,1/2/2025 15:42
2384,Doping,118,1221.42,761.45,94.86,2,Running,1031,1/2/2025 15:43
2385,Etching,130,1032.77,725.33,95.48,1,Running,1084,1/2/2025 15:44
2386,Inspection,134,1491.65,542.21,93.11,1,Running,1097,1/2/2025 15:45
2387,CMP,136,1561.41,799.71,91.92,1,Running,1047,1/2/2025 15:46
2388,Packaging,113,981.7,694.59,93.15,1,Running,1063,1/2/2025 15:47
2389,Etching,163,1220.84,585.38,99.31,3,Running,1087,1/2/2025 15:48
2390,Inspection,182,909.95,730.88,95.41,0,Down,1017,1/2/2025 15:49
2391,Packaging,100,961.47,256.38,93.21,4,Running,1009,1/2/2025 15:50
2392,Photolithography,123,1122.27,744.94,96.53,1,Running,1068,1/2/2025 15:51
2393,Deposition,136,1475.77,566.44,91.1,3,Running,1013,1/2/2025 15:52
2394,Etching,123,766.44,846.18,91.1,1,Running,1067,1/2/2025 15:53
2395,Inspection,180,951.78,702.36,94.95,2,Running,1044,1/2/2025 15:54
2396,Inspection,156,1308.35,939.1,98.95,2,Running,1013,1/2/2025 15:55
2397,Wafer_Start,180,823.36,356.5,98.58,4,Idle,1099,1/2/2025 15:56
2398,Deposition,143,1552.08,621.96,93.53,2,Maintenance,1009,1/2/2025 15:57
2399,Packaging,155,1472.57,488.56,94.03,4,Idle,1003,1/2/2025 15:58
2400,Wafer_Start,179,1376.44,708.23,97.14,2,Running,1045,1/2/2025 15:59
2401,Wafer_Start,100,1215.73,400.54,95.07,1,Running,1059,1/2/2025 16:00
2402,Packaging,104,885.25,466.4,95.99,1,Maintenance,1033,1/2/2025 16:01
2403,Etching,144,819.56,732.79,94.48,3,Down,1095,1/2/2025 16:02
2404,Wafer_Start,102,880.53,486.49,93.3,2,Running,1019,1/2/2025 16:03
2405,Packaging,158,1335.37,589.81,98.84,3,Running,1022,1/2/2025 16:04
2406,Doping,155,933.45,454.69,95.52,2,Running,1049,1/2/2025 16:05
2407,Deposition,127,1216.12,714.06,92.25,2,Running,1060,1/2/2025 16:06
2408,Wafer_Start,186,621.77,624.19,96.91,1,Maintenance,1081,1/2/2025 16:07
2409,Etching,165,1211.37,863.23,92.36,1,Running,1083,1/2/2025 16:08
2410,Photolithography,128,1147.12,795.82,94.5,0,Running,1068,1/2/2025 16:09
2411,Packaging,111,1066.95,170.31,97.59,1,Running,1005,1/2/2025 16:10
2412,Etching,108,1253.88,748.85,92.63,0,Maintenance,1031,1/2/2025 16:11
2413,Doping,137,1742.4,869.58,92.89,3,Running,1017,1/2/2025 16:12
2414,Photolithography,195,1282.33,405.63,100,0,Running,1017,1/2/2025 16:13
2415,Doping,173,1037.98,891.7,93.72,2,Running,1039,1/2/2025 16:14
2416,Photolithography,149,865.25,376.28,92.58,1,Down,1046,1/2/2025 16:15
2417,Photolithography,179,976.46,1023.95,97.32,5,Running,1025,1/2/2025 16:16
2418,Photolithography,181,1161.57,959.39,94.24,1,Running,1023,1/2/2025 16:17
2419,Wafer_Start,113,1291.08,390.76,100,1,Running,1060,1/2/2025 16:18
2420,Deposition,116,1087.85,478.42,93.5,0,Maintenance,1071,1/2/2025 16:19
2421,Packaging,191,889.52,846.19,94.77,4,Running,1016,1/2/2025 16:20
2422,Packaging,144,752.16,649.38,97.05,0,Running,1034,1/2/2025 16:21
2423,Packaging,183,1160.07,723.59,92.48,3,Running,1050,1/2/2025 16:22
2424,Doping,184,978.61,740.18,95.52,0,Maintenance,1064,1/2/2025 16:23
2425,Photolithography,161,1268.84,705.43,95.72,3,Idle,1097,1/2/2025 16:24
2426,Wafer_Start,108,1038.76,410.53,91.87,1,Idle,1041,1/2/2025 16:25
2427,Etching,197,811.92,456.78,94.27,5,Running,1065,1/2/2025 16:26
2428,Inspection,106,901.59,372.78,93.92,4,Idle,1068,1/2/2025 16:27
2429,Deposition,169,1604.12,425.53,94.23,1,Running,1074,1/2/2025 16:28
2430,Etching,104,1518.69,810.52,93.74,2,Running,1006,1/2/2025 16:29
2431,Photolithography,177,1560.87,896.5,93.35,2,Running,1090,1/2/2025 16:30
2432,Photolithography,128,1373.44,813.2,99.67,3,Idle,1017,1/2/2025 16:31
2433,Packaging,103,1351.85,566.92,98.51,2,Running,1067,1/2/2025 16:32
2434,Wafer_Start,111,1247.18,338.46,97.18,3,Running,1042,1/2/2025 16:33
2435,Doping,109,1493.91,130.67,97.14,0,Down,1047,1/2/2025 16:34
2436,Photolithography,149,1250.57,706.16,94.07,2,Running,1035,1/2/2025 16:35
2437,Photolithography,103,1544.29,839.96,94.24,2,Idle,1096,1/2/2025 16:36
2438,Doping,100,1589.8,944.1,98.18,2,Running,1085,1/2/2025 16:37
2439,Wafer_Start,147,1088.09,740.69,93.49,0,Running,1036,1/2/2025 16:38
2440,Deposition,137,1453.7,656.24,98.02,3,Running,1078,1/2/2025 16:39
2441,Photolithography,172,1042.84,662.41,97.05,5,Down,1090,1/2/2025 16:40
2442,Etching,120,1163.2,530.25,89.67,2,Running,1022,1/2/2025 16:41
2443,Deposition,124,967.7,786.29,94.87,2,Running,1092,1/2/2025 16:42
2444,Deposition,112,1464.63,650.34,88.23,5,Running,1031,1/2/2025 16:43
2445,Deposition,155,1262.43,831.89,93.91,1,Idle,1060,1/2/2025 16:44
2446,Wafer_Start,185,1364.26,407.77,90.72,2,Idle,1015,1/2/2025 16:45
2447,Packaging,123,1504.81,699.02,90.93,1,Running,1050,1/2/2025 16:46
2448,Etching,135,1039.75,354.02,98.78,3,Running,1089,1/2/2025 16:47
2449,Inspection,149,1080.26,939.28,92.06,4,Running,1017,1/2/2025 16:48
2450,Doping,190,1312.27,450.5,91.33,4,Maintenance,1044,1/2/2025 16:49
2451,Wafer_Start,135,1122.39,513.55,92.35,3,Idle,1076,1/2/2025 16:50
2452,Wafer_Start,110,1206.63,1021.03,93.54,2,Idle,1085,1/2/2025 16:51
2453,Photolithography,128,1590.58,924.93,97.14,1,Running,1026,1/2/2025 16:52
2454,Deposition,109,886.73,880.38,90.69,3,Running,1090,1/2/2025 16:53
2455,Deposition,137,948.05,475.04,97.27,1,Running,1062,1/2/2025 16:54
2456,CMP,180,1083.05,566.05,89.75,4,Idle,1074,1/2/2025 16:55
2457,Inspection,135,1352.35,532.54,94.07,1,Down,1082,1/2/2025 16:56
2458,Doping,175,1225.52,556.63,94.56,2,Maintenance,1037,1/2/2025 16:57
2459,Doping,119,1433.4,1072.88,95.24,2,Running,1051,1/2/2025 16:58
2460,Packaging,133,1151.39,231.42,91.44,0,Running,1015,1/2/2025 16:59
2461,CMP,159,1282.92,705.93,94.68,1,Running,1034,1/2/2025 17:00
2462,Packaging,135,1399.58,773.61,90.03,1,Maintenance,1059,1/2/2025 17:01
2463,Wafer_Start,189,1261.15,896.01,94.83,2,Maintenance,1090,1/2/2025 17:02
2464,Inspection,143,1029.24,962.11,99.07,2,Running,1016,1/2/2025 17:03
2465,Wafer_Start,158,1674.77,788.47,93.65,2,Maintenance,1023,1/2/2025 17:04
2466,Packaging,146,1731.07,586.4,93.26,2,Running,1025,1/2/2025 17:05
2467,Etching,119,1562.6,318.43,95.4,3,Running,1036,1/2/2025 17:06
2468,CMP,194,966.18,711.16,92.96,1,Idle,1041,1/2/2025 17:07
2469,Photolithography,137,1303.34,447.04,98.75,4,Running,1025,1/2/2025 17:08
2470,Doping,110,1426.43,880.77,90.39,1,Maintenance,1049,1/2/2025 17:09
2471,Wafer_Start,167,1318.89,992.64,98.63,3,Running,1039,1/2/2025 17:10
2472,Wafer_Start,180,1052.94,776.45,90.88,1,Running,1081,1/2/2025 17:11
2473,Photolithography,166,1319.78,843.84,94.13,3,Running,1075,1/2/2025 17:12
2474,Doping,139,1062.77,384.05,92.2,5,Running,1068,1/2/2025 17:13
2475,Deposition,133,714.01,429.1,93.06,1,Running,1008,1/2/2025 17:14
2476,Inspection,123,1533.05,345.48,94.99,2,Running,1063,1/2/2025 17:15
2477,Photolithography,178,1578.64,725.47,98.47,2,Running,1046,1/2/2025 17:16
2478,CMP,156,1277.96,346.13,100,2,Running,1089,1/2/2025 17:17
2479,Doping,165,277.66,361.3,96.35,1,Maintenance,1056,1/2/2025 17:18
2480,Photolithography,129,1658.79,592.94,93.92,2,Running,1041,1/2/2025 17:19
2481,CMP,181,1029.14,560.93,95.64,3,Maintenance,1057,1/2/2025 17:20
2482,Packaging,152,833.48,627.35,98.22,3,Running,1016,1/2/2025 17:21
2483,Packaging,138,895.53,764.63,98.44,1,Running,1067,1/2/2025 17:22
2484,Inspection,138,1215.63,55.38,96.85,2,Running,1065,1/2/2025 17:23
2485,Packaging,172,1374.32,568.27,95.41,1,Running,1053,1/2/2025 17:24
2486,Photolithography,152,1293.79,701.72,89.31,3,Idle,1083,1/2/2025 17:25
2487,Deposition,172,1179.29,722.61,98.69,2,Running,1032,1/2/2025 17:26
2488,Doping,155,1641.38,987.71,95.53,2,Running,1043,1/2/2025 17:27
2489,Etching,123,1194,576.83,87.76,2,Maintenance,1089,1/2/2025 17:28
2490,Inspection,147,1132.7,618.46,92.1,4,Down,1052,1/2/2025 17:29
2491,Etching,152,1308.27,697.07,97.48,1,Running,1003,1/2/2025 17:30
2492,Wafer_Start,136,1031.69,808.55,94.06,3,Down,1007,1/2/2025 17:31
2493,Deposition,183,714.42,661.17,94.32,4,Down,1054,1/2/2025 17:32
2494,Deposition,143,1224.41,502.58,98.39,2,Running,1046,1/2/2025 17:33
2495,Photolithography,136,1340.35,482.05,91.16,1,Running,1022,1/2/2025 17:34
2496,Doping,151,1131.06,553.16,93.96,2,Running,1038,1/2/2025 17:35
2497,Etching,186,1301.06,346.14,88.6,4,Maintenance,1063,1/2/2025 17:36
2498,Deposition,190,1132.17,552.96,95.13,4,Running,1093,1/2/2025 17:37
2499,Etching,110,1041.67,528.58,91.15,0,Down,1079,1/2/2025 17:38
2500,Photolithography,153,1055.65,390.97,93.81,2,Running,1000,1/2/2025 17:39
2501,Etching,192,1027.19,349.74,91.64,4,Running,1068,1/2/2025 17:40
2502,Etching,192,709.32,490.5,100,6,Running,1006,1/2/2025 17:41
2503,CMP,154,1351.93,372.24,94.53,2,Running,1092,1/2/2025 17:42
2504,Inspection,174,819.57,537.12,97.58,1,Running,1050,1/2/2025 17:43
2505,Wafer_Start,142,1904.16,596.69,96.32,2,Maintenance,1070,1/2/2025 17:44
2506,Wafer_Start,174,624.23,664.49,99.03,1,Running,1065,1/2/2025 17:45
2507,Deposition,195,1059.36,356.33,94.04,3,Idle,1024,1/2/2025 17:46
2508,Packaging,147,1808.87,875.17,93.31,2,Running,1082,1/2/2025 17:47
2509,Inspection,147,1121.58,518.1,96.28,3,Running,1054,1/2/2025 17:48
2510,CMP,149,982.97,551.6,95.58,2,Running,1016,1/2/2025 17:49
2511,Photolithography,188,801.97,665.37,94.14,1,Idle,1043,1/2/2025 17:50
2512,Packaging,182,1222.08,889.69,95.41,5,Running,1018,1/2/2025 17:51
2513,Doping,124,880.96,725.59,94.55,1,Running,1050,1/2/2025 17:52
2514,Deposition,159,1193.87,382.52,94.69,2,Running,1024,1/2/2025 17:53
2515,Photolithography,182,1502.31,446.54,98.08,1,Maintenance,1061,1/2/2025 17:54
2516,Doping,118,1068.28,464.16,95.66,0,Running,1041,1/2/2025 17:55
2517,Packaging,188,1432.22,596.77,91.89,0,Running,1016,1/2/2025 17:56
2518,Deposition,170,1143.54,817.15,96.62,3,Down,1082,1/2/2025 17:57
2519,Etching,115,1664.55,910.55,90.32,2,Running,1070,1/2/2025 17:58
2520,Etching,126,1484.13,636.89,94.67,1,Maintenance,1095,1/2/2025 17:59
2521,Etching,132,1646.27,279.22,99.89,5,Running,1090,1/2/2025 18:00
2522,Inspection,112,1291.75,574.54,99.71,1,Maintenance,1011,1/2/2025 18:01
2523,Doping,178,1647.4,740.21,91.89,1,Running,1057,1/2/2025 18:02
2524,CMP,117,1034.06,692.92,93.65,1,Maintenance,1060,1/2/2025 18:03
2525,Etching,104,1142.54,835.14,92.05,1,Running,1082,1/2/2025 18:04
2526,Packaging,150,1360.96,704.66,98.19,7,Running,1098,1/2/2025 18:05
2527,Deposition,170,836.62,597.43,94.49,4,Down,1085,1/2/2025 18:06
2528,Wafer_Start,149,1100.11,502.92,97.05,2,Running,1006,1/2/2025 18:07
2529,Packaging,133,1298.9,471.99,95.05,0,Idle,1093,1/2/2025 18:08
2530,Photolithography,113,1048.59,575.82,94.33,3,Maintenance,1018,1/2/2025 18:09
2531,Wafer_Start,131,1685.22,534.57,88.38,6,Running,1099,1/2/2025 18:10
2532,Deposition,119,1398.06,320.43,95.48,4,Running,1005,1/2/2025 18:11
2533,CMP,185,1353.61,404.71,96.15,4,Running,1071,1/2/2025 18:12
2534,Photolithography,131,1001.76,912.78,92.61,3,Running,1086,1/2/2025 18:13
2535,Photolithography,139,1493.37,785.86,94.61,1,Running,1081,1/2/2025 18:14
2536,Photolithography,139,744.64,837.79,94.83,1,Idle,1069,1/2/2025 18:15
2537,Doping,120,1305.54,485.16,94.75,2,Running,1024,1/2/2025 18:16
